"away","home","a.sc","h.sc","date","dateR","yet_to_play","away_bb","home_bb","year","h_margin","away_year","home_year","home_strength","away_strength","bb_id","home_pd_adv","home_rate","away_rate"
"Indiana Pacers","Detroit Pistons",99,91,"Tue, Nov 5, 2013","2013-11-05",0,0,0,2014,-8,"Indiana Pacers_2014","Detroit Pistons_2014",-3.65853658536585,4.40243902439024,0,-8.0609756097561,-0.300999999999998,4.459
"Phoenix Suns","New Orleans Pelicans",104,98,"Tue, Nov 5, 2013","2013-11-05",0,0,0,2014,-6,"Phoenix Suns_2014","New Orleans Pelicans_2014",-2.70731707317073,2.63414634146341,0,-5.34146341463415,-0.810999999999998,-7.101
"Charlotte Bobcats","New York Knicks",102,97,"Tue, Nov 5, 2013","2013-11-05",0,0,0,2014,-5,"Charlotte Bobcats_2014","New York Knicks_2014",-0.792682926829268,-0.219512195121951,0,-0.573170731707317,2.929,-5.231
"Houston Rockets","Portland Trail Blazers",116,101,"Tue, Nov 5, 2013","2013-11-05",0,1,0,2014,-15,"Houston Rockets_2014","Portland Trail Blazers_2014",3.98780487804878,4.5609756097561,-1,-0.573170731707317,-0.980999999999998,4.459
"Atlanta Hawks","Sacramento Kings",105,100,"Tue, Nov 5, 2013","2013-11-05",0,0,0,2014,-5,"Atlanta Hawks_2014","Sacramento Kings_2014",-2.90243902439024,-0.475609756097561,0,-2.42682926829268,-3.361,-0.640999999999998
"Miami Heat","Toronto Raptors",104,95,"Tue, Nov 5, 2013","2013-11-05",0,0,0,2014,-9,"Miami Heat_2014","Toronto Raptors_2014",3.24390243902439,4.75609756097561,0,-1.51219512195122,-2.001,6.839
"Utah Jazz","Boston Celtics",87,97,"Wed, Nov 6, 2013","2013-11-06",0,1,0,2014,10,"Utah Jazz_2014","Boston Celtics_2014",-4.46341463414634,-7.17073170731707,-1,2.70731707317073,-4.381,-5.061
"Toronto Raptors","Charlotte Bobcats",90,92,"Wed, Nov 6, 2013","2013-11-06",0,1,1,2014,2,"Toronto Raptors_2014","Charlotte Bobcats_2014",-0.219512195121951,3.24390243902439,0,-3.46341463414634,-5.231,-2.001
"Chicago Bulls","Indiana Pacers",80,97,"Wed, Nov 6, 2013","2013-11-06",0,0,1,2014,17,"Chicago Bulls_2014","Indiana Pacers_2014",4.40243902439024,1.85365853658537,1,2.54878048780488,4.459,5.139
"New Orleans Pelicans","Memphis Grizzlies",99,84,"Wed, Nov 6, 2013","2013-11-06",0,1,0,2014,-15,"New Orleans Pelicans_2014","Memphis Grizzlies_2014",1.57317073170732,-2.70731707317073,-1,4.28048780487805,3.099,-0.810999999999998
"Cleveland Cavaliers","Milwaukee Bucks",104,109,"Wed, Nov 6, 2013","2013-11-06",0,0,0,2014,5,"Cleveland Cavaliers_2014","Milwaukee Bucks_2014",-8.18292682926829,-3.29268292682927,0,-4.89024390243902,-4.381,-0.300999999999998
"Golden State Warriors","Minnesota Timberwolves",106,93,"Wed, Nov 6, 2013","2013-11-06",0,0,0,2014,-13,"Golden State Warriors_2014","Minnesota Timberwolves_2014",2.67073170731707,4.80487804878049,0,-2.13414634146341,-0.300999999999998,3.269
"Dallas Mavericks","Oklahoma City Thunder",93,107,"Wed, Nov 6, 2013","2013-11-06",0,1,0,2014,14,"Dallas Mavericks_2014","Oklahoma City Thunder_2014",6.34146341463415,2.40243902439024,-1,3.9390243902439,3.439,0.719000000000001
"Los Angeles Clippers","Orlando Magic",90,98,"Wed, Nov 6, 2013","2013-11-06",0,0,0,2014,8,"Los Angeles Clippers_2014","Orlando Magic_2014",-5.4390243902439,6.97560975609756,0,-12.4146341463415,-6.081,5.479
"Washington Wizards","Philadelphia 76ers",116,102,"Wed, Nov 6, 2013","2013-11-06",0,0,0,2014,-14,"Washington Wizards_2014","Philadelphia 76ers_2014",-10.4512195121951,1.26829268292683,0,-11.719512195122,-8.461,-0.640999999999998
"Phoenix Suns","San Antonio Spurs",96,99,"Wed, Nov 6, 2013","2013-11-06",0,1,1,2014,3,"Phoenix Suns_2014","San Antonio Spurs_2014",7.71951219512195,2.63414634146341,0,5.08536585365854,4.799,-7.101
"Atlanta Hawks","Denver Nuggets",107,109,"Thu, Nov 7, 2013","2013-11-07",0,0,0,2014,2,"Atlanta Hawks_2014","Denver Nuggets_2014",-2.14634146341463,-0.475609756097561,0,-1.67073170731707,1.739,-0.640999999999998
"Los Angeles Lakers","Houston Rockets",99,98,"Thu, Nov 7, 2013","2013-11-07",0,0,0,2014,-1,"Los Angeles Lakers_2014","Houston Rockets_2014",4.5609756097561,-6.29268292682927,0,10.8536585365854,4.459,-1.661
"Los Angeles Clippers","Miami Heat",97,102,"Thu, Nov 7, 2013","2013-11-07",0,1,0,2014,5,"Los Angeles Clippers_2014","Miami Heat_2014",4.75609756097561,6.97560975609756,-1,-2.21951219512195,6.839,5.479
"New York Knicks","Charlotte Bobcats",101,91,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,-10,"New York Knicks_2014","Charlotte Bobcats_2014",-0.219512195121951,-0.792682926829268,0,0.573170731707317,-5.231,2.929
"Utah Jazz","Chicago Bulls",73,97,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,24,"Utah Jazz_2014","Chicago Bulls_2014",1.85365853658537,-7.17073170731707,0,9.02439024390244,5.139,-5.061
"Oklahoma City Thunder","Detroit Pistons",119,110,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,-9,"Oklahoma City Thunder_2014","Detroit Pistons_2014",-3.65853658536585,6.34146341463415,0,-10,-0.300999999999998,3.439
"Toronto Raptors","Indiana Pacers",84,91,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,7,"Toronto Raptors_2014","Indiana Pacers_2014",4.40243902439024,3.24390243902439,0,1.15853658536585,4.459,-2.001
"Dallas Mavericks","Minnesota Timberwolves",108,116,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,8,"Dallas Mavericks_2014","Minnesota Timberwolves_2014",2.67073170731707,2.40243902439024,0,0.26829268292683,-0.300999999999998,0.719000000000001
"Los Angeles Lakers","New Orleans Pelicans",85,96,"Fri, Nov 8, 2013","2013-11-08",0,1,0,2014,11,"Los Angeles Lakers_2014","New Orleans Pelicans_2014",-2.70731707317073,-6.29268292682927,-1,3.58536585365854,-0.810999999999998,-1.661
"Boston Celtics","Orlando Magic",91,89,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,-2,"Boston Celtics_2014","Orlando Magic_2014",-5.4390243902439,-4.46341463414634,0,-0.975609756097561,-6.081,-4.381
"Cleveland Cavaliers","Philadelphia 76ers",79,94,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,15,"Cleveland Cavaliers_2014","Philadelphia 76ers_2014",-10.4512195121951,-3.29268292682927,0,-7.15853658536585,-8.461,-0.300999999999998
"Denver Nuggets","Phoenix Suns",103,114,"Fri, Nov 8, 2013","2013-11-08",0,1,0,2014,11,"Denver Nuggets_2014","Phoenix Suns_2014",2.63414634146341,-2.14634146341463,-1,4.78048780487805,-7.101,1.739
"Sacramento Kings","Portland Trail Blazers",91,104,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,13,"Sacramento Kings_2014","Portland Trail Blazers_2014",3.98780487804878,-2.90243902439024,0,6.89024390243902,-0.980999999999998,-3.361
"Golden State Warriors","San Antonio Spurs",74,76,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,2,"Golden State Warriors_2014","San Antonio Spurs_2014",7.71951219512195,4.80487804878049,0,2.91463414634146,4.799,3.269
"Brooklyn Nets","Washington Wizards",108,112,"Fri, Nov 8, 2013","2013-11-08",0,0,0,2014,4,"Brooklyn Nets_2014","Washington Wizards_2014",1.26829268292683,-1,0,2.26829268292683,-0.640999999999998,3.779
"Orlando Magic","Atlanta Hawks",94,104,"Sat, Nov 9, 2013","2013-11-09",0,1,0,2014,10,"Orlando Magic_2014","Atlanta Hawks_2014",-0.475609756097561,-5.4390243902439,-1,4.96341463414634,-0.640999999999998,-6.081
"Indiana Pacers","Brooklyn Nets",96,91,"Sat, Nov 9, 2013","2013-11-09",0,1,1,2014,-5,"Indiana Pacers_2014","Brooklyn Nets_2014",-1,4.40243902439024,0,-5.40243902439024,3.779,4.459
"Philadelphia 76ers","Cleveland Cavaliers",125,127,"Sat, Nov 9, 2013","2013-11-09",0,1,1,2014,2,"Philadelphia 76ers_2014","Cleveland Cavaliers_2014",-3.29268292682927,-10.4512195121951,0,7.15853658536585,-0.300999999999998,-8.461
"Los Angeles Clippers","Houston Rockets",107,94,"Sat, Nov 9, 2013","2013-11-09",0,0,0,2014,-13,"Los Angeles Clippers_2014","Houston Rockets_2014",4.5609756097561,6.97560975609756,0,-2.41463414634146,4.459,5.479
"Golden State Warriors","Memphis Grizzlies",90,108,"Sat, Nov 9, 2013","2013-11-09",0,1,0,2014,18,"Golden State Warriors_2014","Memphis Grizzlies_2014",1.57317073170732,4.80487804878049,-1,-3.23170731707317,3.099,3.269
"Boston Celtics","Miami Heat",111,110,"Sat, Nov 9, 2013","2013-11-09",0,1,0,2014,-1,"Boston Celtics_2014","Miami Heat_2014",4.75609756097561,-4.46341463414634,-1,9.21951219512195,6.839,-4.381
"Dallas Mavericks","Milwaukee Bucks",91,83,"Sat, Nov 9, 2013","2013-11-09",0,1,0,2014,-8,"Dallas Mavericks_2014","Milwaukee Bucks_2014",-8.18292682926829,2.40243902439024,-1,-10.5853658536585,-4.381,0.719000000000001
"Portland Trail Blazers","Sacramento Kings",96,85,"Sat, Nov 9, 2013","2013-11-09",0,1,1,2014,-11,"Portland Trail Blazers_2014","Sacramento Kings_2014",-2.90243902439024,3.98780487804878,0,-6.89024390243902,-3.361,-0.980999999999998
"Utah Jazz","Toronto Raptors",91,115,"Sat, Nov 9, 2013","2013-11-09",0,1,1,2014,24,"Utah Jazz_2014","Toronto Raptors_2014",3.24390243902439,-7.17073170731707,0,10.4146341463415,-2.001,-5.061
"Minnesota Timberwolves","Los Angeles Lakers",113,90,"Sun, Nov 10, 2013","2013-11-10",0,0,0,2014,-23,"Minnesota Timberwolves_2014","Los Angeles Lakers_2014",-6.29268292682927,2.67073170731707,0,-8.96341463414634,-1.661,-0.300999999999998
"San Antonio Spurs","New York Knicks",120,89,"Sun, Nov 10, 2013","2013-11-10",0,0,0,2014,-31,"San Antonio Spurs_2014","New York Knicks_2014",-0.792682926829268,7.71951219512195,0,-8.51219512195122,2.929,4.799
"Washington Wizards","Oklahoma City Thunder",105,106,"Sun, Nov 10, 2013","2013-11-10",0,0,0,2014,1,"Washington Wizards_2014","Oklahoma City Thunder_2014",6.34146341463415,1.26829268292683,0,5.07317073170732,3.439,-0.640999999999998
"New Orleans Pelicans","Phoenix Suns",94,101,"Sun, Nov 10, 2013","2013-11-10",0,0,0,2014,7,"New Orleans Pelicans_2014","Phoenix Suns_2014",2.63414634146341,-2.70731707317073,0,5.34146341463415,-7.101,-0.810999999999998
"Orlando Magic","Boston Celtics",105,120,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,15,"Orlando Magic_2014","Boston Celtics_2014",-4.46341463414634,-5.4390243902439,0,0.975609756097561,-4.381,-6.081
"Atlanta Hawks","Charlotte Bobcats",103,94,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,-9,"Atlanta Hawks_2014","Charlotte Bobcats_2014",-0.219512195121951,-0.475609756097561,0,0.25609756097561,-5.231,-0.640999999999998
"Cleveland Cavaliers","Chicago Bulls",81,96,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,15,"Cleveland Cavaliers_2014","Chicago Bulls_2014",1.85365853658537,-3.29268292682927,0,5.14634146341463,5.139,-0.300999999999998
"Toronto Raptors","Houston Rockets",104,110,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,6,"Toronto Raptors_2014","Houston Rockets_2014",4.5609756097561,3.24390243902439,0,1.31707317073171,4.459,-2.001
"Memphis Grizzlies","Indiana Pacers",79,95,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,16,"Memphis Grizzlies_2014","Indiana Pacers_2014",4.40243902439024,1.57317073170732,0,2.82926829268293,4.459,3.099
"Minnesota Timberwolves","Los Angeles Clippers",107,109,"Mon, Nov 11, 2013","2013-11-11",0,1,0,2014,2,"Minnesota Timberwolves_2014","Los Angeles Clippers_2014",6.97560975609756,2.67073170731707,-1,4.30487804878049,5.479,-0.300999999999998
"San Antonio Spurs","Philadelphia 76ers",109,85,"Mon, Nov 11, 2013","2013-11-11",0,1,0,2014,-24,"San Antonio Spurs_2014","Philadelphia 76ers_2014",-10.4512195121951,7.71951219512195,-1,-18.1707317073171,-8.461,4.799
"Detroit Pistons","Portland Trail Blazers",103,109,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,6,"Detroit Pistons_2014","Portland Trail Blazers_2014",3.98780487804878,-3.65853658536585,0,7.64634146341463,-0.980999999999998,-0.300999999999998
"Denver Nuggets","Utah Jazz",100,81,"Mon, Nov 11, 2013","2013-11-11",0,0,0,2014,-19,"Denver Nuggets_2014","Utah Jazz_2014",-7.17073170731707,-2.14634146341463,0,-5.02439024390244,-5.061,1.739
"Washington Wizards","Dallas Mavericks",95,105,"Tue, Nov 12, 2013","2013-11-12",0,0,0,2014,10,"Washington Wizards_2014","Dallas Mavericks_2014",2.40243902439024,1.26829268292683,0,1.13414634146341,0.719000000000001,-0.640999999999998
"Detroit Pistons","Golden State Warriors",95,113,"Tue, Nov 12, 2013","2013-11-12",0,1,0,2014,18,"Detroit Pistons_2014","Golden State Warriors_2014",4.80487804878049,-3.65853658536585,-1,8.46341463414634,3.269,-0.300999999999998
"New Orleans Pelicans","Los Angeles Lakers",95,116,"Tue, Nov 12, 2013","2013-11-12",0,0,0,2014,21,"New Orleans Pelicans_2014","Los Angeles Lakers_2014",-6.29268292682927,-2.70731707317073,0,-3.58536585365854,-1.661,-0.810999999999998
"Milwaukee Bucks","Miami Heat",95,118,"Tue, Nov 12, 2013","2013-11-12",0,0,0,2014,23,"Milwaukee Bucks_2014","Miami Heat_2014",4.75609756097561,-8.18292682926829,0,12.9390243902439,6.839,-4.381
"New York Knicks","Atlanta Hawks",95,91,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,-4,"New York Knicks_2014","Atlanta Hawks_2014",-0.475609756097561,-0.792682926829268,0,0.317073170731707,-0.640999999999998,2.929
"Charlotte Bobcats","Boston Celtics",89,83,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,-6,"Charlotte Bobcats_2014","Boston Celtics_2014",-4.46341463414634,-0.219512195121951,0,-4.24390243902439,-4.381,-5.231
"Los Angeles Lakers","Denver Nuggets",99,111,"Wed, Nov 13, 2013","2013-11-13",0,1,0,2014,12,"Los Angeles Lakers_2014","Denver Nuggets_2014",-2.14634146341463,-6.29268292682927,-1,4.14634146341463,1.739,-1.661
"Oklahoma City Thunder","Los Angeles Clippers",103,111,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,8,"Oklahoma City Thunder_2014","Los Angeles Clippers_2014",6.97560975609756,6.34146341463415,0,0.634146341463414,5.479,3.439
"Toronto Raptors","Memphis Grizzlies",103,87,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,-16,"Toronto Raptors_2014","Memphis Grizzlies_2014",1.57317073170732,3.24390243902439,0,-1.67073170731707,3.099,-2.001
"Cleveland Cavaliers","Minnesota Timberwolves",95,124,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,29,"Cleveland Cavaliers_2014","Minnesota Timberwolves_2014",2.67073170731707,-3.29268292682927,0,5.96341463414634,-0.300999999999998,-0.300999999999998
"Milwaukee Bucks","Orlando Magic",91,94,"Wed, Nov 13, 2013","2013-11-13",0,1,0,2014,3,"Milwaukee Bucks_2014","Orlando Magic_2014",-5.4390243902439,-8.18292682926829,-1,2.74390243902439,-6.081,-4.381
"Houston Rockets","Philadelphia 76ers",117,123,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,6,"Houston Rockets_2014","Philadelphia 76ers_2014",-10.4512195121951,4.5609756097561,0,-15.0121951219512,-8.461,4.459
"Phoenix Suns","Portland Trail Blazers",89,90,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,1,"Phoenix Suns_2014","Portland Trail Blazers_2014",3.98780487804878,2.63414634146341,0,1.35365853658537,-0.980999999999998,-7.101
"Brooklyn Nets","Sacramento Kings",86,107,"Wed, Nov 13, 2013","2013-11-13",0,0,0,2014,21,"Brooklyn Nets_2014","Sacramento Kings_2014",-2.90243902439024,-1,0,-1.90243902439024,-3.361,3.779
"Washington Wizards","San Antonio Spurs",79,92,"Wed, Nov 13, 2013","2013-11-13",0,1,0,2014,13,"Washington Wizards_2014","San Antonio Spurs_2014",7.71951219512195,1.26829268292683,-1,6.45121951219512,4.799,-0.640999999999998
"New Orleans Pelicans","Utah Jazz",105,111,"Wed, Nov 13, 2013","2013-11-13",0,1,0,2014,6,"New Orleans Pelicans_2014","Utah Jazz_2014",-7.17073170731707,-2.70731707317073,-1,-4.46341463414634,-5.061,-0.810999999999998
"Oklahoma City Thunder","Golden State Warriors",115,116,"Thu, Nov 14, 2013","2013-11-14",0,1,0,2014,1,"Oklahoma City Thunder_2014","Golden State Warriors_2014",4.80487804878049,6.34146341463415,-1,-1.53658536585366,3.269,3.439
"Houston Rockets","New York Knicks",109,106,"Thu, Nov 14, 2013","2013-11-14",0,1,1,2014,-3,"Houston Rockets_2014","New York Knicks_2014",-0.792682926829268,4.5609756097561,0,-5.35365853658537,2.929,4.459
"Philadelphia 76ers","Atlanta Hawks",103,113,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,10,"Philadelphia 76ers_2014","Atlanta Hawks_2014",-0.475609756097561,-10.4512195121951,0,9.97560975609756,-0.640999999999998,-8.461
"Portland Trail Blazers","Boston Celtics",109,96,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-13,"Portland Trail Blazers_2014","Boston Celtics_2014",-4.46341463414634,3.98780487804878,0,-8.45121951219512,-4.381,-0.980999999999998
"Charlotte Bobcats","Cleveland Cavaliers",86,80,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-6,"Charlotte Bobcats_2014","Cleveland Cavaliers_2014",-3.29268292682927,-0.219512195121951,0,-3.07317073170732,-0.300999999999998,-5.231
"Minnesota Timberwolves","Denver Nuggets",113,117,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,4,"Minnesota Timberwolves_2014","Denver Nuggets_2014",-2.14634146341463,2.67073170731707,0,-4.81707317073171,1.739,-0.300999999999998
"Milwaukee Bucks","Indiana Pacers",77,104,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,27,"Milwaukee Bucks_2014","Indiana Pacers_2014",4.40243902439024,-8.18292682926829,0,12.5853658536585,4.459,-4.381
"Memphis Grizzlies","Los Angeles Lakers",89,86,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-3,"Memphis Grizzlies_2014","Los Angeles Lakers_2014",-6.29268292682927,1.57317073170732,0,-7.86585365853659,-1.661,3.099
"Dallas Mavericks","Miami Heat",104,110,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,6,"Dallas Mavericks_2014","Miami Heat_2014",4.75609756097561,2.40243902439024,0,2.35365853658537,6.839,0.719000000000001
"Brooklyn Nets","Phoenix Suns",100,98,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-2,"Brooklyn Nets_2014","Phoenix Suns_2014",2.63414634146341,-1,0,3.63414634146341,-7.101,3.779
"Detroit Pistons","Sacramento Kings",97,90,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-7,"Detroit Pistons_2014","Sacramento Kings_2014",-2.90243902439024,-3.65853658536585,0,0.75609756097561,-3.361,-0.300999999999998
"Chicago Bulls","Toronto Raptors",96,80,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-16,"Chicago Bulls_2014","Toronto Raptors_2014",3.24390243902439,1.85365853658537,0,1.39024390243902,-2.001,5.139
"San Antonio Spurs","Utah Jazz",91,82,"Fri, Nov 15, 2013","2013-11-15",0,0,0,2014,-9,"San Antonio Spurs_2014","Utah Jazz_2014",-7.17073170731707,7.71951219512195,0,-14.890243902439,-5.061,4.799
"Miami Heat","Charlotte Bobcats",97,81,"Sat, Nov 16, 2013","2013-11-16",0,1,1,2014,-16,"Miami Heat_2014","Charlotte Bobcats_2014",-0.219512195121951,4.75609756097561,0,-4.97560975609756,-5.231,6.839
"Indiana Pacers","Chicago Bulls",94,110,"Sat, Nov 16, 2013","2013-11-16",0,1,1,2014,16,"Indiana Pacers_2014","Chicago Bulls_2014",1.85365853658537,4.40243902439024,0,-2.54878048780488,5.139,4.459
"Utah Jazz","Golden State Warriors",88,102,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,14,"Utah Jazz_2014","Golden State Warriors_2014",4.80487804878049,-7.17073170731707,-1,11.9756097560976,3.269,-5.061
"Denver Nuggets","Houston Rockets",111,122,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,11,"Denver Nuggets_2014","Houston Rockets_2014",4.5609756097561,-2.14634146341463,-1,6.70731707317073,4.459,1.739
"Brooklyn Nets","Los Angeles Clippers",103,110,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,7,"Brooklyn Nets_2014","Los Angeles Clippers_2014",6.97560975609756,-1,-1,7.97560975609756,5.479,3.779
"Oklahoma City Thunder","Milwaukee Bucks",92,79,"Sat, Nov 16, 2013","2013-11-16",0,0,1,2014,-13,"Oklahoma City Thunder_2014","Milwaukee Bucks_2014",-8.18292682926829,6.34146341463415,1,-14.5243902439024,-4.381,3.439
"Boston Celtics","Minnesota Timberwolves",88,106,"Sat, Nov 16, 2013","2013-11-16",0,1,1,2014,18,"Boston Celtics_2014","Minnesota Timberwolves_2014",2.67073170731707,-4.46341463414634,0,7.13414634146342,-0.300999999999998,-4.381
"Philadelphia 76ers","New Orleans Pelicans",98,135,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,37,"Philadelphia 76ers_2014","New Orleans Pelicans_2014",-2.70731707317073,-10.4512195121951,-1,7.74390243902439,-0.810999999999998,-8.461
"Atlanta Hawks","New York Knicks",110,90,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,-20,"Atlanta Hawks_2014","New York Knicks_2014",-0.792682926829268,-0.475609756097561,-1,-0.317073170731707,2.929,-0.640999999999998
"Dallas Mavericks","Orlando Magic",108,100,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,-8,"Dallas Mavericks_2014","Orlando Magic_2014",-5.4390243902439,2.40243902439024,-1,-7.84146341463415,-6.081,0.719000000000001
"Cleveland Cavaliers","Washington Wizards",103,96,"Sat, Nov 16, 2013","2013-11-16",0,1,0,2014,-7,"Cleveland Cavaliers_2014","Washington Wizards_2014",1.26829268292683,-3.29268292682927,-1,4.5609756097561,-0.640999999999998,-0.300999999999998
"Detroit Pistons","Los Angeles Lakers",99,114,"Sun, Nov 17, 2013","2013-11-17",0,0,0,2014,15,"Detroit Pistons_2014","Los Angeles Lakers_2014",-6.29268292682927,-3.65853658536585,0,-2.63414634146341,-1.661,-0.300999999999998
"Memphis Grizzlies","Sacramento Kings",97,86,"Sun, Nov 17, 2013","2013-11-17",0,0,0,2014,-11,"Memphis Grizzlies_2014","Sacramento Kings_2014",-2.90243902439024,1.57317073170732,0,-4.47560975609756,-3.361,3.099
"Portland Trail Blazers","Toronto Raptors",118,110,"Sun, Nov 17, 2013","2013-11-17",0,0,0,2014,-8,"Portland Trail Blazers_2014","Toronto Raptors_2014",3.24390243902439,3.98780487804878,0,-0.74390243902439,-2.001,-0.980999999999998
"Portland Trail Blazers","Brooklyn Nets",108,98,"Mon, Nov 18, 2013","2013-11-18",0,1,0,2014,-10,"Portland Trail Blazers_2014","Brooklyn Nets_2014",-1,3.98780487804878,-1,-4.98780487804878,3.779,-0.980999999999998
"Charlotte Bobcats","Chicago Bulls",81,86,"Mon, Nov 18, 2013","2013-11-18",0,0,0,2014,5,"Charlotte Bobcats_2014","Chicago Bulls_2014",1.85365853658537,-0.219512195121951,0,2.07317073170732,5.139,-5.231
"Philadelphia 76ers","Dallas Mavericks",94,97,"Mon, Nov 18, 2013","2013-11-18",0,0,0,2014,3,"Philadelphia 76ers_2014","Dallas Mavericks_2014",2.40243902439024,-10.4512195121951,0,12.8536585365854,0.719000000000001,-8.461
"Memphis Grizzlies","Los Angeles Clippers",106,102,"Mon, Nov 18, 2013","2013-11-18",0,1,0,2014,-4,"Memphis Grizzlies_2014","Los Angeles Clippers_2014",6.97560975609756,1.57317073170732,-1,5.40243902439024,5.479,3.099
"Denver Nuggets","Oklahoma City Thunder",113,115,"Mon, Nov 18, 2013","2013-11-18",0,0,0,2014,2,"Denver Nuggets_2014","Oklahoma City Thunder_2014",6.34146341463415,-2.14634146341463,0,8.48780487804878,3.439,1.739
"Golden State Warriors","Utah Jazz",98,87,"Mon, Nov 18, 2013","2013-11-18",0,0,0,2014,-11,"Golden State Warriors_2014","Utah Jazz_2014",-7.17073170731707,4.80487804878049,0,-11.9756097560976,-5.061,3.269
"New York Knicks","Detroit Pistons",86,92,"Tue, Nov 19, 2013","2013-11-19",0,0,0,2014,6,"New York Knicks_2014","Detroit Pistons_2014",-3.65853658536585,-0.792682926829268,0,-2.86585365853659,-0.300999999999998,2.929
"Boston Celtics","Houston Rockets",85,109,"Tue, Nov 19, 2013","2013-11-19",0,0,0,2014,24,"Boston Celtics_2014","Houston Rockets_2014",4.5609756097561,-4.46341463414634,0,9.02439024390244,4.459,-4.381
"Atlanta Hawks","Miami Heat",88,104,"Tue, Nov 19, 2013","2013-11-19",0,0,0,2014,16,"Atlanta Hawks_2014","Miami Heat_2014",4.75609756097561,-0.475609756097561,0,5.23170731707317,6.839,-0.640999999999998
"Phoenix Suns","Sacramento Kings",104,107,"Tue, Nov 19, 2013","2013-11-19",0,0,0,2014,3,"Phoenix Suns_2014","Sacramento Kings_2014",-2.90243902439024,2.63414634146341,0,-5.53658536585366,-3.361,-7.101
"Minnesota Timberwolves","Washington Wizards",100,104,"Tue, Nov 19, 2013","2013-11-19",0,0,0,2014,4,"Minnesota Timberwolves_2014","Washington Wizards_2014",1.26829268292683,2.67073170731707,0,-1.40243902439024,-0.640999999999998,-0.300999999999998
"Detroit Pistons","Atlanta Hawks",85,93,"Wed, Nov 20, 2013","2013-11-20",0,1,1,2014,8,"Detroit Pistons_2014","Atlanta Hawks_2014",-0.475609756097561,-3.65853658536585,0,3.18292682926829,-0.640999999999998,-0.300999999999998
"Brooklyn Nets","Charlotte Bobcats",91,95,"Wed, Nov 20, 2013","2013-11-20",0,0,0,2014,4,"Brooklyn Nets_2014","Charlotte Bobcats_2014",-0.219512195121951,-1,0,0.780487804878049,-5.231,3.779
"Washington Wizards","Cleveland Cavaliers",98,91,"Wed, Nov 20, 2013","2013-11-20",0,1,0,2014,-7,"Washington Wizards_2014","Cleveland Cavaliers_2014",-3.29268292682927,1.26829268292683,-1,-4.5609756097561,-0.300999999999998,-0.640999999999998
"Houston Rockets","Dallas Mavericks",120,123,"Wed, Nov 20, 2013","2013-11-20",0,1,0,2014,3,"Houston Rockets_2014","Dallas Mavericks_2014",2.40243902439024,4.5609756097561,-1,-2.15853658536585,0.719000000000001,4.459
"Memphis Grizzlies","Golden State Warriors",88,81,"Wed, Nov 20, 2013","2013-11-20",0,0,0,2014,-7,"Memphis Grizzlies_2014","Golden State Warriors_2014",4.80487804878049,1.57317073170732,0,3.23170731707317,3.269,3.099
"Portland Trail Blazers","Milwaukee Bucks",91,82,"Wed, Nov 20, 2013","2013-11-20",0,0,0,2014,-9,"Portland Trail Blazers_2014","Milwaukee Bucks_2014",-8.18292682926829,3.98780487804878,0,-12.1707317073171,-4.381,-0.980999999999998
